SchoolName,Address,ZipCode,LATITUDE,LONGITUDE,COUNTA of Level,Matched Score,Matched School,PSS_SCHOOL_ID,PSS_INST,LoGrade,HiGrade,PSS_ADDRESS,PSS_CITY,PSS_COUNTY_NO,PSS_COUNTY_FIPS,PSS_STABB,PSS_STATE_CODE,PSS_ZIP5,PSS_PHONE,DAYS PER SCHOOL YEAR,DAY HOURS,PSS_LIBRARY,PSS_ENROLL_UG,PSS_ENROLL_PK,PSS_ENROLL_K,PSS_ENROLL_T,PSS_RACE_ AMERICAN_INDIAN,PSS_RACE_ASIAN/PACIFIC,PSS_RACE_HISPANIC,PSS_RACE_BLACK,PSS_RACE_WHITE,PSS_RACE_PACIFIC,PSS_RACE_MULTICULTURAL,PSS_FULLTIME_TEACH,PSS_COEDUCATION,PSS_LEVEL,PSS_RELIG,PSS_INDIAN_PCT,PSS_ASIAN_PCT,PSS_HISP_PCT,PSS_BLACK_PCT,PSS_WHITE_PCT,PSS_PACISL_PCT,PSS_TWOMORE_PCT,PSS_STUDENT_TEACHER_RATIO,PSS_ORIENT,PSS_COUNTY_NAME,Matched Address,Matched School Name
THE GERMAN SCHOOL OF BROOKLYN,760 STERLING PL,11216.0,40.67269149,-73.95348138,6,95,GERMAN SCHOOL BROOKLYN,A1903037,GERMAN SCHOOL BROOKLYN,3,8,9 HANOVER PL,BROOKLYN,36047,47,NY,36,11201,6468691152,180.0,6.0,Yes,,,13.0,43.0,0.0,1.0,2.0,0.0,36.0,0.0,4.0,6.0,1,1,3,0.0,2.32,4.65,0.0,83.72,0.0,9.3,7.16,30,KINGS,,
THE HEWITT SCHOOL,3 E   76 ST,10021.0,40.77476507,-73.96448689,0,100,THE HEWITT SCHOOL,00939389,THE HEWITT SCHOOL,3,17,45 E 75TH ST,NEW YORK,36061,61,NY,36,10021,2122881919,164.0,7.0,Yes,,,22.0,464.0,0.0,27.0,30.0,44.0,304.0,0.0,59.0,78.4,2,3,3,0.0,5.81,6.46,9.48,65.51,0.0,12.71,5.91,30,NEW YORK,,
THE LEARNING TREE SCHOOL,14934 35TH AVE,11354.0,40.76647151,-73.81622913,0,95,THE LEARNING TREE STEM-ARTS SCHOOL,A9903217,THE LEARNING TREE STEM-ARTS SCHOOL,3,13,14934 35TH AVE,FLUSHING,36081,81,NY,36,11354,3477324167,185.0,6.5,Yes,,,2.0,84.0,0.0,0.0,11.0,73.0,0.0,0.0,0.0,9.5,1,1,3,0.0,0.0,13.09,86.9,0.0,0.0,0.0,8.84,30,QUEENS,,
THE LORGE SCHOOL,353 W   17 ST,10011.0,40.7422918,-74.00260552,2,100,THE LORGE SCHOOL,00940565,THE LORGE SCHOOL,1,1,353 W 17TH ST,NEW YORK,36061,61,NY,36,10011,2129298660,180.0,6.5,No,92.0,,,92.0,0.0,0.0,34.0,53.0,5.0,0.0,0.0,13.0,1,3,3,0.0,0.0,36.95,57.6,5.43,0.0,0.0,7.07,30,NEW YORK,,
THE MARY LOUIS ACADEMY,17621 WEXFORD TER,11432.0,40.71289498,-73.7868816,3,100,THE MARY LOUIS ACADEMY,00925296,THE MARY LOUIS ACADEMY,14,17,17621 WEXFORD TER,JAMAICA,36081,81,NY,36,11432,7182972120,180.0,6.58,Yes,,,,570.0,3.0,44.0,131.0,77.0,258.0,4.0,53.0,51.5,2,2,1,0.52,7.71,22.98,13.5,45.26,0.7,9.29,11.06,1,QUEENS,,
THE NURTURING CENTER AND ACADEMY,11218 SPRINGFIELD BLVD,11429.0,40.7050002,-73.73993631,0,95,DBA THE NURTURING CENTER AND ACADEMY,BB121753,DBA THE NURTURING CENTER AND ACADEMY,2,9,11218 SPRINGFIELD BLVD,QUEENS VILLAGE,36081,81,NY,36,11429,7185275932,180.0,7.0,Yes,,136.0,7.0,171.0,0.0,0.0,2.0,32.0,0.0,0.0,1.0,3.0,1,1,2,0.0,0.0,5.71,91.42,0.0,0.0,2.85,11.66,8,QUEENS,,
THE REECE SCHOOL,25 E  104 ST,10029.0,40.79258183,-73.95111121,1,95,REECE SCHOOL,00941183,REECE SCHOOL,3,13,25 E 104TH ST,NEW YORK,36061,61,NY,36,10029,2122844872,210.0,7.25,No,,,2.0,110.0,0.0,0.0,52.0,44.0,6.0,0.0,8.0,44.0,1,1,3,0.0,0.0,47.27,40.0,5.45,0.0,7.27,2.5,30,NEW YORK,,
THE SCHOOL AT COLUMBIA UNIVERSITY,556 W  110 ST,10025.0,40.80390109,-73.96611118,1,100,THE SCHOOL AT COLUMBIA UNIVERSITY,A0502577,THE SCHOOL AT COLUMBIA UNIVERSITY,3,13,556 W 110TH ST,NEW YORK,36061,61,NY,36,10025,2128514288,160.0,7.5,Yes,,,62.0,487.0,0.0,52.0,96.0,92.0,190.0,0.0,57.0,107.0,1,1,3,0.0,10.67,19.71,18.89,39.01,0.0,11.7,4.55,30,NEW YORK,,
THE SPENCE SCHOOL,22 E   91 ST,10128.0,40.78432256,-73.95720191,1,95,SPENCE SCHOOL,BB162151,SPENCE SCHOOL,3,17,22 E 91ST ST,NEW YORK,36061,61,NY,36,10128,6469436837,170.0,6.91,Yes,,,59.0,769.0,1.0,107.0,32.0,81.0,409.0,0.0,139.0,124.3,2,3,3,0.13,13.91,4.16,10.53,53.18,0.0,18.07,6.18,30,NEW YORK,,
THE SPENCE SCHOOL,412 E   90 ST,10128.0,40.77919933,-73.94697952,2,95,SPENCE SCHOOL,BB162151,SPENCE SCHOOL,3,17,22 E 91ST ST,NEW YORK,36061,61,NY,36,10128,6469436837,170.0,6.91,Yes,,,59.0,769.0,1.0,107.0,32.0,81.0,409.0,0.0,139.0,124.3,2,3,3,0.13,13.91,4.16,10.53,53.18,0.0,18.07,6.18,30,NEW YORK,,
THE SPENCE SCHOOL,56 E   93 ST,10128.0,40.78505458,-73.95503478,2,95,SPENCE SCHOOL,BB162151,SPENCE SCHOOL,3,17,22 E 91ST ST,NEW YORK,36061,61,NY,36,10128,6469436837,170.0,6.91,Yes,,,59.0,769.0,1.0,107.0,32.0,81.0,409.0,0.0,139.0,124.3,2,3,3,0.13,13.91,4.16,10.53,53.18,0.0,18.07,6.18,30,NEW YORK,,
THE SPEYER LEGACY SCHOOL,925 9 AVE,10019.0,40.7690742,-73.98488042,1,100,THE SPEYER LEGACY SCHOOL,A1101731,THE SPEYER LEGACY SCHOOL,3,13,925 9TH AVE,NEW YORK,36061,61,NY,36,10019,2125814000,159.0,6.41,Yes,,,39.0,314.0,0.0,78.0,18.0,8.0,147.0,1.0,62.0,48.6,1,1,3,0.0,24.84,5.73,2.54,46.81,0.31,19.74,6.46,30,NEW YORK,,
THE STUDIO SCHOOL,117 W   95 ST,10025.0,40.7925029,-73.96876062,0,100,THE STUDIO SCHOOL,A9105054,THE STUDIO SCHOOL,2,13,117 W 95TH ST,NEW YORK,36061,61,NY,36,10025,2126782416,170.0,6.5,Yes,,7.0,8.0,73.0,0.0,6.0,5.0,11.0,31.0,0.0,13.0,7.1,1,1,3,0.0,9.09,7.57,16.66,46.96,0.0,19.69,9.29,30,NEW YORK,,
THE TOWN SCHOOL,540 E   76 ST,10021.0,40.76899879,-73.95084338,0,100,THE TOWN SCHOOL,00939695,THE TOWN SCHOOL,2,13,540 E 76TH ST,NEW YORK,36061,61,NY,36,10021,2122884383,165.0,7.0,Yes,,52.0,,339.0,0.0,35.0,33.0,22.0,157.0,2.0,38.0,61.0,1,1,2,0.0,12.19,11.49,7.66,54.7,0.69,13.24,4.7,-1,NEW YORK,,
THE TRANSFIGURATION SCHOOL,10 CONFUCIUS PLAZA,10002.0,40.71409481,-73.99679678,2,95,TRANSFIGURATION SCHOOL,00919599,TRANSFIGURATION SCHOOL,9,13,29 MOTT ST,NEW YORK,36061,61,NY,36,10013,2129625265,200.0,6.5,No,,,,167.0,0.0,153.0,4.0,3.0,7.0,0.0,0.0,12.9,1,1,1,0.0,91.61,2.39,1.79,4.19,0.0,0.0,12.94,1,NEW YORK,,
TORAH ACADEMY FOR GIRLS,444 BEACH    6 ST,11691.0,40.59918712,-73.74054449,2,100,TORAH ACADEMY FOR GIRLS,00935861,TORAH ACADEMY FOR GIRLS,4,17,444 BEACH 6TH ST,FAR ROCKAWAY,36081,81,NY,36,11691,7184718444,195.0,8.0,Yes,,,150.0,1790.0,0.0,0.0,0.0,0.0,1790.0,0.0,0.0,219.5,2,3,2,0.0,0.0,0.0,0.0,100.0,0.0,0.0,8.15,18,QUEENS,,
TORAH VYIRAH OF BORO PARK,1348 53 ST,11219.0,40.63211643,-73.99337089,3,96,TOCAH VYIRAH OF BORO PARK,A1502619,TOCAH VYIRAH OF BORO PARK,12,13,1348 53RD ST,BROOKLYN,36047,47,NY,36,11219,7184387822,210.0,10.0,No,,,,311.0,0.0,0.0,0.0,0.0,311.0,0.0,0.0,27.5,3,2,2,0.0,0.0,0.0,0.0,100.0,0.0,0.0,11.3,18,KINGS,,
TRANSFIGURATION SCHOOL,29 MOTT ST,10013.0,40.71471791,-73.99883846,1,100,TRANSFIGURATION SCHOOL,00919599,TRANSFIGURATION SCHOOL,9,13,29 MOTT ST,NEW YORK,36061,61,NY,36,10013,2129625265,200.0,6.5,No,,,,167.0,0.0,153.0,4.0,3.0,7.0,0.0,0.0,12.9,1,1,1,0.0,91.61,2.39,1.79,4.19,0.0,0.0,12.94,1,NEW YORK,,
TRANSFIGURATION UPPER SCHOOL,37 ST JAMES PLACE,10038.0,40.71224762,-73.99921365,4,95,TRANSFIGURATION SCHOOL,00919599,TRANSFIGURATION SCHOOL,9,13,29 MOTT ST,NEW YORK,36061,61,NY,36,10013,2129625265,200.0,6.5,No,,,,167.0,0.0,153.0,4.0,3.0,7.0,0.0,0.0,12.9,1,1,1,0.0,91.61,2.39,1.79,4.19,0.0,0.0,12.94,1,NEW YORK,,
UNITED LUBAVITCHER YESHIVA,570 CROWN ST,11213.0,40.66564447,-73.93923735,3,95,LUBAVITCHER YESHIVA,A9502994,LUBAVITCHER YESHIVA,2,13,570 CROWN ST,BROOKLYN,36047,47,NY,36,11213,7187744131,195.0,7.0,,,140.0,20.0,587.0,0.0,0.0,0.0,0.0,447.0,0.0,0.0,55.0,3,1,2,0.0,0.0,0.0,0.0,100.0,0.0,0.0,8.12,18,KINGS,,
UNITED TALMUDICAL ACADEMY,110 THROOP AVE,11206.0,40.70138178,-73.94536101,4,90,UNITED TALMUDICAL ACADEMY OF BORO PARK,A2102778,UNITED TALMUDICAL ACADEMY OF BORO PARK,3,17,5301 14TH AVE,BROOKLYN,36047,47,NY,36,11219,7184387822,200.0,7.5,No,,,485.0,1982.0,0.0,0.0,0.0,0.0,1982.0,0.0,0.0,187.5,2,3,2,0.0,0.0,0.0,0.0,100.0,0.0,0.0,10.57,18,KINGS,,
UNITED TALMUDICAL ACADEMY,125 HEYWARD ST,11206.0,40.70166913,-73.95615517,3,90,UNITED TALMUDICAL ACADEMY OF BORO PARK,A2102778,UNITED TALMUDICAL ACADEMY OF BORO PARK,3,17,5301 14TH AVE,BROOKLYN,36047,47,NY,36,11219,7184387822,200.0,7.5,No,,,485.0,1982.0,0.0,0.0,0.0,0.0,1982.0,0.0,0.0,187.5,2,3,2,0.0,0.0,0.0,0.0,100.0,0.0,0.0,10.57,18,KINGS,,
UNITED TALMUDICAL ACADEMY,212 WILLIAMSBURG ST,,0.0,0.0,1,90,UNITED TALMUDICAL ACADEMY OF BORO PARK,A2102778,UNITED TALMUDICAL ACADEMY OF BORO PARK,3,17,5301 14TH AVE,BROOKLYN,36047,47,NY,36,11219,7184387822,200.0,7.5,No,,,485.0,1982.0,0.0,0.0,0.0,0.0,1982.0,0.0,0.0,187.5,2,3,2,0.0,0.0,0.0,0.0,100.0,0.0,0.0,10.57,18,KINGS,,
UNITED TALMUDICAL ACADEMY,241 KEAP ST,11211.0,40.70623386,-73.95662104,5,90,UNITED TALMUDICAL ACADEMY OF BORO PARK,A2102778,UNITED TALMUDICAL ACADEMY OF BORO PARK,3,17,5301 14TH AVE,BROOKLYN,36047,47,NY,36,11219,7184387822,200.0,7.5,No,,,485.0,1982.0,0.0,0.0,0.0,0.0,1982.0,0.0,0.0,187.5,2,3,2,0.0,0.0,0.0,0.0,100.0,0.0,0.0,10.57,18,KINGS,,
UNITED TALMUDICAL ACADEMY,590 BEDFORD AVE,11249.0,40.7035344,-73.96047471,2,90,UNITED TALMUDICAL ACADEMY OF BORO PARK,A2102778,UNITED TALMUDICAL ACADEMY OF BORO PARK,3,17,5301 14TH AVE,BROOKLYN,36047,47,NY,36,11219,7184387822,200.0,7.5,No,,,485.0,1982.0,0.0,0.0,0.0,0.0,1982.0,0.0,0.0,187.5,2,3,2,0.0,0.0,0.0,0.0,100.0,0.0,0.0,10.57,18,KINGS,,
UNITED TALMUDICAL ACADEMY,60 HARRISON AVE,11211.0,40.70505478,-73.95263637,2,90,UNITED TALMUDICAL ACADEMY OF BORO PARK,A2102778,UNITED TALMUDICAL ACADEMY OF BORO PARK,3,17,5301 14TH AVE,BROOKLYN,36047,47,NY,36,11219,7184387822,200.0,7.5,No,,,485.0,1982.0,0.0,0.0,0.0,0.0,1982.0,0.0,0.0,187.5,2,3,2,0.0,0.0,0.0,0.0,100.0,0.0,0.0,10.57,18,KINGS,,
UNITED TALMUDICAL ACADEMY,62 HARRISON AVE,11211.0,40.70488452,-73.95244534,1,90,UNITED TALMUDICAL ACADEMY OF BORO PARK,A2102778,UNITED TALMUDICAL ACADEMY OF BORO PARK,3,17,5301 14TH AVE,BROOKLYN,36047,47,NY,36,11219,7184387822,200.0,7.5,No,,,485.0,1982.0,0.0,0.0,0.0,0.0,1982.0,0.0,0.0,187.5,2,3,2,0.0,0.0,0.0,0.0,100.0,0.0,0.0,10.57,18,KINGS,,
UNITED TALMUDICAL ACADEMY,75 ROSS ST,11249.0,40.70379612,-73.96339595,1,90,UNITED TALMUDICAL ACADEMY OF BORO PARK,A2102778,UNITED TALMUDICAL ACADEMY OF BORO PARK,3,17,5301 14TH AVE,BROOKLYN,36047,47,NY,36,11219,7184387822,200.0,7.5,No,,,485.0,1982.0,0.0,0.0,0.0,0.0,1982.0,0.0,0.0,187.5,2,3,2,0.0,0.0,0.0,0.0,100.0,0.0,0.0,10.57,18,KINGS,,
UNITED TALMUDICAL ACADEMY,960 49 ST,11219.0,40.63956321,-73.9996577,2,90,UNITED TALMUDICAL ACADEMY OF BORO PARK,A2102778,UNITED TALMUDICAL ACADEMY OF BORO PARK,3,17,5301 14TH AVE,BROOKLYN,36047,47,NY,36,11219,7184387822,200.0,7.5,No,,,485.0,1982.0,0.0,0.0,0.0,0.0,1982.0,0.0,0.0,187.5,2,3,2,0.0,0.0,0.0,0.0,100.0,0.0,0.0,10.57,18,KINGS,,
UNITED TALMUDICAL ACADEMY OF BORO PARK,1275 36 ST,11218.0,40.64244424,-73.9848804,3,100,UNITED TALMUDICAL ACADEMY OF BORO PARK,A2102778,UNITED TALMUDICAL ACADEMY OF BORO PARK,3,17,5301 14TH AVE,BROOKLYN,36047,47,NY,36,11219,7184387822,200.0,7.5,No,,,485.0,1982.0,0.0,0.0,0.0,0.0,1982.0,0.0,0.0,187.5,2,3,2,0.0,0.0,0.0,0.0,100.0,0.0,0.0,10.57,18,KINGS,,
UNITED TALMUDICAL ACADEMY TORAH V YIRAH,656 WILLOUGHBY AVE,11206.0,40.69455718,-73.94310916,5,100,UNITED TALMUDICAL ACADEMY-TORAH V'YIRAH,A2102779,UNITED TALMUDICAL ACADEMY-TORAH V'YIRAH,3,8,5411 FORT HAMILTON PKWY,BROOKLYN,36047,47,NY,36,11219,7184387822,230.0,7.66,No,,,398.0,857.0,0.0,0.0,0.0,0.0,857.0,0.0,0.0,84.4,3,1,2,0.0,0.0,0.0,0.0,100.0,0.0,0.0,10.15,18,KINGS,,
UNITED TALMUDICAL ACADEMY TORAH V YIRAH,656 WILLOUGHBY AVE,11206.0,40.69455718,-73.94310916,5,100,UNITED TALMUDICAL ACADEMY-TORAH V'YIRAH,A1502626,UNITED TALMUDICAL ACADEMY-TORAH V'YIRAH,12,13,1346 53RD ST,BROOKLYN,36047,47,NY,36,11219,7189387822,210.0,10.0,No,,,,311.0,0.0,0.0,0.0,0.0,311.0,0.0,0.0,27.5,3,2,2,0.0,0.0,0.0,0.0,100.0,0.0,0.0,11.3,18,KINGS,,
UNITED TALMUDICAL ACADEMY TORAH V'YIRAH INC,177 HARRISON AVE,11206.0,40.70133655,-73.94845545,4,95,UNITED TALMUDICAL ACADEMY-TORAH V'YIRAH,A2102779,UNITED TALMUDICAL ACADEMY-TORAH V'YIRAH,3,8,5411 FORT HAMILTON PKWY,BROOKLYN,36047,47,NY,36,11219,7184387822,230.0,7.66,No,,,398.0,857.0,0.0,0.0,0.0,0.0,857.0,0.0,0.0,84.4,3,1,2,0.0,0.0,0.0,0.0,100.0,0.0,0.0,10.15,18,KINGS,,
UNITED TALMUDICAL ACADEMY TORAH V'YIRAH INC,177 HARRISON AVE,11206.0,40.70133655,-73.94845545,4,95,UNITED TALMUDICAL ACADEMY-TORAH V'YIRAH,A1502626,UNITED TALMUDICAL ACADEMY-TORAH V'YIRAH,12,13,1346 53RD ST,BROOKLYN,36047,47,NY,36,11219,7189387822,210.0,10.0,No,,,,311.0,0.0,0.0,0.0,0.0,311.0,0.0,0.0,27.5,3,2,2,0.0,0.0,0.0,0.0,100.0,0.0,0.0,11.3,18,KINGS,,
VILLAGE COMMUNITY SCHOOL,272 W   10 ST,10014.0,40.7334891,-74.00788409,2,100,VILLAGE COMMUNITY SCHOOL,00942201,VILLAGE COMMUNITY SCHOOL,3,13,272 W 10TH ST,NEW YORK,36061,61,NY,36,10014,2126915146,167.0,6.75,Yes,,,33.0,314.0,0.0,18.0,11.0,31.0,212.0,0.0,42.0,50.6,1,1,3,0.0,5.73,3.5,9.87,67.51,0.0,13.37,6.2,30,NEW YORK,,
WAKE-EDEN CHRISTIAN ACADEMY,2074 STRANG AVE,10466.0,40.89076688,-73.83979884,2,100,WAKE-EDEN CHRISTIAN ACADEMY,A0701725,WAKE-EDEN CHRISTIAN ACADEMY,2,10,2074 STRANG AVE,BRONX,36005,5,NY,36,10466,7183258056,180.0,6.5,No,,64.0,19.0,145.0,0.0,0.0,1.0,74.0,0.0,0.0,6.0,7.0,1,1,2,0.0,0.0,1.23,91.35,0.0,0.0,7.4,11.57,5,BRONX,,
WEST SIDE MONTESSORI SCHOOL FS (WSMS),309 W   92 ST,10025.0,40.79282839,-73.97538036,1,95,WEST SIDE MONTESSORI SCHOOL,02047353,WEST SIDE MONTESSORI SCHOOL,2,3,309 W 92ND ST,NEW YORK,36061,61,NY,36,10025,2126628000,170.0,9.5,Yes,,166.0,18.0,184.0,0.0,3.0,0.0,0.0,11.0,0.0,4.0,8.0,1,1,3,0.0,16.66,0.0,0.0,61.11,0.0,22.22,2.25,30,NEW YORK,,
XAVERIAN HIGH SCHOOL,7100 SHORE ROAD,11209.0,40.63666165,-74.03649862,3,100,XAVERIAN HIGH SCHOOL,00925933,XAVERIAN HIGH SCHOOL,11,17,7100 SHORE RD,BROOKLYN,36047,47,NY,36,11209,7187595775,180.0,6.16,No,,,,1625.0,0.0,101.0,227.0,65.0,1157.0,4.0,71.0,91.5,1,3,1,0.0,6.21,13.96,4.0,71.2,0.24,4.36,17.75,1,KINGS,,
XAVIER HIGH SCHOOL,30 W   16 ST,10011.0,40.73779574,-73.99380058,3,100,XAVIER HIGH SCHOOL,00919613,XAVIER HIGH SCHOOL,14,17,30 W 16TH ST,NEW YORK,36061,61,NY,36,10011,2129247900,170.0,6.5,Yes,,,,1010.0,2.0,59.0,161.0,78.0,583.0,0.0,127.0,71.1,3,2,1,0.19,5.84,15.94,7.72,57.72,0.0,12.57,14.2,1,NEW YORK,,
YESHIVA BETH HILLEL OF WILLIAMSBURG,35 WILLIAMSBURG ST WEST,11211.0,40.69826795,-73.96277871,2,100,YESHIVA BETH HILLEL OF WILLIAMSBURG,A1502641,YESHIVA BETH HILLEL OF WILLIAMSBURG,2,13,35 HEWES ST,BROOKLYN,36047,47,NY,36,11249,7188029567,200.0,9.0,Yes,,27.0,28.0,205.0,0.0,0.0,0.0,0.0,178.0,0.0,0.0,13.6,3,1,2,0.0,0.0,0.0,0.0,100.0,0.0,0.0,13.08,18,KINGS,,
YESHIVA DARCHEI TORAH,257 BEACH   17 ST,11691.0,40.59674308,-73.7511478,6,100,YESHIVA DARCHEI TORAH,00935828,YESHIVA DARCHEI TORAH,2,17,257 BEACH 17TH ST,FAR ROCKAWAY,36081,81,NY,36,11691,7188682300,200.0,9.0,Yes,,175.0,410.0,2522.0,0.0,0.0,0.0,5.0,2342.0,0.0,0.0,93.1,3,3,2,0.0,0.0,0.0,0.21,99.78,0.0,0.0,25.2,18,QUEENS,,
YESHIVA GEDOLAH OHR YISROEL,8801 SEAVIEW AVE,11236.0,40.62948691,-73.89638462,3,100,YESHIVA GEDOLAH OHR YISROEL,BB161974,YESHIVA GEDOLAH OHR YISROEL,14,16,1265 E 108TH ST,BROOKLYN,36047,47,NY,36,11236,7189634200,222.0,10.98,Yes,,,,96.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,11.5,3,2,2,0.0,0.0,0.0,0.0,100.0,0.0,0.0,8.34,18,KINGS,,
YESHIVA IMREI CHAIM VIZNITZ / BNOS MARGULIA,971 41 ST,11219.0,40.64403161,-73.9949444,2,95,BNOS MARGULIA VIZNITZ - DBA OF YESHIVA IMREI CHAIM,A1903218,BNOS MARGULIA VIZNITZ - DBA OF YESHIVA IMREI CHAIM,2,17,971 41ST ST,BROOKLYN,36047,47,NY,36,11219,7182342000,245.0,6.5,Yes,,48.0,103.0,756.0,0.0,0.0,0.0,0.0,708.0,0.0,0.0,88.8,2,3,2,0.0,0.0,0.0,0.0,100.0,0.0,0.0,7.97,18,KINGS,,
YESHIVA KARLIN STOLIN,1818 54 ST,11204.0,40.62516013,-73.98336052,1,100,YESHIVA KARLIN STOLIN,00938691,YESHIVA KARLIN STOLIN,2,17,1818 54TH ST,BROOKLYN,36047,47,NY,36,11204,7182327800,225.0,8.5,Yes,,65.0,36.0,548.0,0.0,0.0,0.0,0.0,483.0,0.0,0.0,56.1,3,3,2,0.0,0.0,0.0,0.0,100.0,0.0,0.0,8.6,18,KINGS,,
YESHIVA KETANA OF QUEENS,7815 PARSONS BLVD,11366.0,40.72195169,-73.80969623,3,100,YESHIVA KETANA OF QUEENS,A9903289,YESHIVA KETANA OF QUEENS,3,13,7815 PARSONS BLVD,FLUSHING,36081,81,NY,36,11366,7189691000,217.0,8.5,Yes,,,51.0,415.0,0.0,2.0,0.0,0.0,413.0,0.0,0.0,34.1,3,1,2,0.0,0.48,0.0,0.0,99.51,0.0,0.0,12.17,18,QUEENS,,
YESHIVA OF CENTRAL QUEENS,14737 70 ROAD,11367.0,40.72969676,-73.81946275,4,100,YESHIVA OF CENTRAL QUEENS,00936672,YESHIVA OF CENTRAL QUEENS,2,13,14737 70TH RD,FLUSHING,36081,81,NY,36,11367,7187938500,171.0,8.5,Yes,,29.0,103.0,933.0,0.0,0.0,0.0,1.0,903.0,0.0,0.0,137.4,1,1,2,0.0,0.0,0.0,0.11,99.88,0.0,0.0,6.57,18,QUEENS,,
YESHIVA OF CROWN HEIGHTS,6363 AVE U,11234.0,40.61620202,-73.91269679,1,98,YESHIVAH OF CROWN HEIGHTS,00938181,YESHIVAH OF CROWN HEIGHTS,2,13,6363 AVE U,BROOKLYN,36047,47,NY,36,11234,7184445800,170.0,7.5,Yes,,60.0,27.0,324.0,0.0,0.0,0.0,4.0,260.0,0.0,0.0,22.1,1,1,2,0.0,0.0,0.0,1.51,98.48,0.0,0.0,11.94,18,KINGS,,
YESHIVA OF TELSHE ALUMNI,4904 INDEPENDENCE AVE,10471.0,40.89799426,-73.91130156,4,95,YESHIVA OF THE TELSHE ALUMNI,AA001686,YESHIVA OF THE TELSHE ALUMNI,14,17,4904 INDEPENDENCE AVE,BRONX,36005,5,NY,36,10471,7186013523,180.0,10.0,Yes,,,,95.0,0.0,0.0,0.0,0.0,95.0,0.0,0.0,14.0,3,2,2,0.0,0.0,0.0,0.0,100.0,0.0,0.0,6.78,18,BRONX,,
YESHIVA OHEL MOSHE,7914 BAY PARKWAY,11214.0,40.60574703,-73.98986581,2,97,YESHIVAH OHEL MOSHE,00935577,YESHIVAH OHEL MOSHE,3,13,7914 BAY PKWY,BROOKLYN,36047,47,NY,36,11214,7182364003,180.0,8.0,No,,,10.0,59.0,0.0,0.0,8.0,1.0,50.0,0.0,0.0,59.0,1,1,2,0.0,0.0,13.55,1.69,84.74,0.0,0.0,1.0,18,KINGS,,
YESHIVA TIFERES BUNIM,5202 13 AVE,11219.0,40.6332528,-73.99396885,4,100,YESHIVA TIFERES BUNIM,A1903236,YESHIVA TIFERES BUNIM,3,13,5202 13TH AVE,BROOKLYN,36047,47,NY,36,11219,7184366868,180.0,6.0,No,,,10.0,72.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,13.4,3,1,2,0.0,0.0,0.0,0.0,100.0,0.0,0.0,5.37,18,KINGS,,
YESHIVA TIFERETH MOSHE DOV REVEL CENTER,83-06 ABINGDON ROAD,11415.0,40.70777952,-73.83384169,6,90,YESHIVA TIFERETH MOSHE,00935781,YESHIVA TIFERETH MOSHE,3,13,8306 ABINGDON RD,KEW GARDENS,36081,81,NY,36,11415,7188467300,183.0,10.0,No,,,92.0,517.0,0.0,0.0,150.0,0.0,367.0,0.0,0.0,36.0,3,1,2,0.0,0.0,29.01,0.0,70.98,0.0,0.0,14.36,18,QUEENS,,
YESHIVA TZEMACH,186-188 ROSS ST,11211.0,40.70619653,-73.95963635,2,90,YESHIVA TZEMACH TZADIK VIZNITZ,A9503090,YESHIVA TZEMACH TZADIK VIZNITZ,2,13,186 ROSS ST STE 1,BROOKLYN,36047,47,NY,36,11211,7187826383,171.0,9.0,Yes,,31.0,12.0,164.0,0.0,0.0,0.0,0.0,133.0,0.0,0.0,19.0,3,1,2,0.0,0.0,0.0,0.0,100.0,0.0,0.0,7.0,18,KINGS,,
YESHIVA YESODA HATORAH,1350 50 ST,11219.0,40.63377965,-73.99159091,4,95,YESHIVA YESODE HATORAH,A0701738,YESHIVA YESODE HATORAH,2,14,620 BEDFORD AVE,BROOKLYN,36047,47,NY,36,11249,7188021613,235.0,10.0,Yes,,30.0,17.0,183.0,0.0,0.0,0.0,0.0,153.0,0.0,0.0,11.8,3,3,2,0.0,0.0,0.0,0.0,100.0,0.0,0.0,12.96,18,KINGS,,
YESHIVA YESODE HATORAH,505 BEDFORD AVE,11211.0,40.70598364,-73.96318556,0,100,YESHIVA YESODE HATORAH,A0701738,YESHIVA YESODE HATORAH,2,14,620 BEDFORD AVE,BROOKLYN,36047,47,NY,36,11249,7188021613,235.0,10.0,Yes,,30.0,17.0,183.0,0.0,0.0,0.0,0.0,153.0,0.0,0.0,11.8,3,3,2,0.0,0.0,0.0,0.0,100.0,0.0,0.0,12.96,18,KINGS,,
YESHIVAT LEV TORAH,3300 KINGS HWY,11234.0,40.61871302,-73.94229155,4,100,YESHIVAT LEV TORAH,A1101747,YESHIVAT LEV TORAH,2,13,3300 KINGS HWY,BROOKLYN,36047,47,NY,36,11234,7187662713,,8.0,Yes,,31.0,11.0,156.0,0.0,0.0,0.0,0.0,125.0,0.0,0.0,18.0,3,1,2,0.0,0.0,0.0,0.0,100.0,0.0,0.0,6.94,18,KINGS,,
