SchoolName,Address,ZipCode,LATITUDE,LONGITUDE,COUNTA of Level,Matched School,Matched Score,NCES School ID,State School ID,NCES District ID,State District ID,Low Grade,High Grade,School Name,District,County Name,Street Address,City,State,ZIP,ZIP 4-digit,Phone,Locale Code,Locale,Charter,Students,Teachers,Student Teacher Ratio,Free Lunch,Reduced Lunch,Directly Certified,Type,Status
"P.S. 160 WALT DISNEY, THE EQUALITY CHARTER SCHOOL, P168X @ PS 160 WALT DISNEY",4140 HUTCHINSON RIVER PARKWAY BRONX,10475.0,40.86466931,-73.82430114,0,EQUALITY CHARTER SCHOOL,90,360100506110,NY-321100860956-321100860956,3601005,NY-321100860956,06,12,EQUALITY CHARTER SCHOOL,EQUALITY CHARTER SCHOOL,Bronx County,4140 HUTCHINSON RIVER PKWY E,BRONX,NY,10475,5466.0,(718)320-3032,11,City: Large,Yes,615.0,59.00000,10.4200000,†,†,†,Regular,Open
P.S. 160 WALTER FRANCIS BISHOP,10959 INWOOD STREET QUEENS,11435.0,40.68809555,-73.80041449,4,PS 160 WALTER FRANCIS BISHOP,97,360010002574,NY-342800010000-342800010160,3600100,NY-342800010000,PK,05,PS 160 WALTER FRANCIS BISHOP,NEW YORK CITY GEOGRAPHIC DISTRICT #28,Queens County,109-59 INWOOD STREET ,JAMAICA,NY,11435,5625.0,(929)398-3140,11,City: Large,No,600.0,37.46000,16.0200000,485.00000,25.00000,–,Regular,Open
P.S. 160 WILLIAM T. SAMPSON,5101 FT HAMILTON PARKWAY BROOKLYN,11219.0,40.63732896,-73.99919291,0,PS 160 WILLIAM T SAMPSON,94,360015102575,NY-332000010000-332000010160,3600151,NY-332000010000,KG,05,PS 160 WILLIAM T SAMPSON,NEW YORK CITY GEOGRAPHIC DISTRICT #20,Kings County,5105 FORT HAMILTON PKWY,BROOKLYN,NY,11219,,(718)438-0337,11,City: Large,No,941.0,80.61000,11.6700000,815.00000,2.00000,–,Regular,Open
P.S. 161 PEDRO ALBIZU CAMPOS,499 W  133 STREET MANHATTAN,10027.0,40.81754337,-73.95304013,2,PS 161 PEDRO ALBIZU CAMPOS,96,360008102577,NY-310500010000-310500010161,3600081,NY-310500010000,KG,08,PS 161 PEDRO ALBIZU CAMPOS,NEW YORK CITY GEOGRAPHIC DISTRICT # 5,New York County,499 W 133RD STREET ,NEW YORK,NY,10027,,(212)690-5945,11,City: Large,No,493.0,61.66000,8.0000000,467.00000,3.00000,–,Regular,Open
P.S. 162 JOHN GOLDEN,20102 53 AVENUE QUEENS,11364.0,40.74902802,-73.77721218,0,PS 162 JOHN GOLDEN,95,360009902580,NY-342600010000-342600010162,3600099,NY-342600010000,PK,05,PS 162 JOHN GOLDEN,NEW YORK CITY GEOGRAPHIC DISTRICT #26,Queens County,201-02 53RD AVENUE ,BAYSIDE,NY,11361,1099.0,(718)423-8621,11,City: Large,No,518.0,34.85000,14.8600000,323.00000,39.00000,–,Regular,Open
P.S. 163 ALFRED E. SMITH,163 W   97 STREET MANHATTAN,10025.0,40.79425678,-73.96870562,0,PS 163 ALFRED E SMITH,93,360007802584,NY-310300010000-310300010163,3600078,NY-310300010000,PK,05,PS 163 ALFRED E SMITH,NEW YORK CITY GEOGRAPHIC DISTRICT # 3,New York County,163 W 97TH STREET ,NEW YORK,NY,10025,6453.0,(212)678-2854,11,City: Large,No,409.0,39.03000,10.4800000,209.00000,4.00000,–,Regular,Open
P.S. 163 FLUSHING HEIGHTS,15901 59 AVENUE QUEENS,11365.0,40.74055756,-73.80913046,0,PS 163 FLUSHING HEIGHTS,96,360012202586,NY-342500010000-342500010163,3600122,NY-342500010000,PK,05,PS 163 FLUSHING HEIGHTS,NEW YORK CITY GEOGRAPHIC DISTRICT #25,Queens County,159-01 59TH AVENUE ,FLUSHING,NY,11365,,(718)353-2514,11,City: Large,No,780.0,46.74000,16.6900000,592.00000,51.00000,–,Regular,Open
P.S. 164 QUEENS VALLEY,13801 77 AVENUE QUEENS,11367.0,40.72091682,-73.82336119,0,PS 164 QUEENS VALLEY,95,360012202589,NY-342500010000-342500010164,3600122,NY-342500010000,PK,08,PS 164 QUEENS VALLEY,NEW YORK CITY GEOGRAPHIC DISTRICT #25,Queens County,138-01 77TH AVENUE ,FLUSHING,NY,11367,,(718)544-1083,11,City: Large,No,526.0,47.28000,11.1300000,347.00000,43.00000,–,Regular,Open
P.S. 165 EDITH K. BERGTRAUM,7035 150 STREET QUEENS,11367.0,40.72973358,-73.81844517,0,PS 165 EDITH K BERGTRAUM,94,360012202592,NY-342500010000-342500010165,3600122,NY-342500010000,PK,05,PS 165 EDITH K BERGTRAUM,NEW YORK CITY GEOGRAPHIC DISTRICT #25,Queens County,70-35 150TH STREET ,FLUSHING,NY,11367,,(718)263-4004,11,City: Large,No,641.0,80.00000,8.0100000,424.00000,24.00000,–,Regular,Open
"P.S. 165 ROBERT E. SIMON, MOTT HALL II",234 W  109 STREET MANHATTAN,10025.0,40.80291009,-73.96561322,3,MOTT HALL II,90,360007805629,NY-310300010000-310300010862,3600078,NY-310300010000,06,08,MOTT HALL II,NEW YORK CITY GEOGRAPHIC DISTRICT # 3,New York County,234 W 109TH STREET ,NEW YORK,NY,10025,,(212)678-2960,11,City: Large,No,359.0,30.06000,11.9400000,220.00000,16.00000,–,Regular,Open
P.S. 166 HENRY GRADSTEIN,3309 35 AVENUE QUEENS,11106.0,40.7573015,-73.92673287,0,PS 166 HENRY GRADSTEIN,96,360010202594,NY-343000010000-343000010166,3600102,NY-343000010000,PK,05,PS 166 HENRY GRADSTEIN,NEW YORK CITY GEOGRAPHIC DISTRICT #30,Queens County,33-09 35TH AVENUE ,LONG ISLAND CITY,NY,11106,,(718)786-6703,11,City: Large,No,775.0,50.33000,15.4000000,444.00000,29.00000,–,Regular,Open
"P.S. 169 BAY TERRACE, BELL ACADEMY",1825 212 STREET QUEENS,11360.0,40.78224052,-73.77906137,0,BELL ACADEMY,90,360012205979,NY-342500010000-342500010294,3600122,NY-342500010000,06,08,BELL ACADEMY,NEW YORK CITY GEOGRAPHIC DISTRICT #25,Queens County,18-25 212TH STREET ,BAYSIDE,NY,11360,,(718)428-0587,11,City: Large,No,348.0,26.00000,13.3800000,128.00000,26.00000,–,Regular,Open
P.S. 169 SUNSET PARK,4305 7 AVENUE BROOKLYN,11232.0,40.64628242,-74.00190267,3,PS 169 SUNSET PARK,95,360009202602,NY-331500010000-331500010169,3600092,NY-331500010000,KG,05,PS 169 SUNSET PARK,NEW YORK CITY GEOGRAPHIC DISTRICT #15,Kings County,4305 7TH AVENUE ,BROOKLYN,NY,11232,,(718)853-3224,11,City: Large,No,934.0,93.72000,9.9700000,835.00000,28.00000,–,Regular,Open
P.S. 171 PATRICK HENRY,19 E  103 STREET MANHATTAN,10029.0,40.79211558,-73.95196025,1,PS 171 PATRICK HENRY,95,360007902605,NY-310400010000-310400010171,3600079,NY-310400010000,PK,08,PS 171 PATRICK HENRY,NEW YORK CITY GEOGRAPHIC DISTRICT # 4,New York County,19 E 103RD STREET ,NEW YORK,NY,10029,1292.0,(212)860-5801,11,City: Large,No,762.0,43.42000,17.5500000,574.00000,24.00000,–,Regular,Open
P.S. 171 PETER G. VAN ALST,1414 29 AVENUE QUEENS,11102.0,40.77132869,-73.92908576,1,PS 171 PETER G VAN ALST,94,360010202606,NY-343000010000-343000010171,3600102,NY-343000010000,PK,05,PS 171 PETER G VAN ALST,NEW YORK CITY GEOGRAPHIC DISTRICT #30,Queens County,14-14 29TH AVENUE ,LONG ISLAND CITY,NY,11102,,(718)932-0909,11,City: Large,No,394.0,33.31000,11.8300000,350.00000,6.00000,–,Regular,Open
P.S. 172 BEACON SCHOOL OF EXCELLENCE,825 4 AVENUE BROOKLYN,11232.0,40.65790658,-74.00065236,3,PS 172 BEACON SCHOOL OF EXCELLENCE,97,360009202607,NY-331500010000-331500010172,3600092,NY-331500010000,PK,05,PS 172 BEACON SCHOOL OF EXCELLENCE,NEW YORK CITY GEOGRAPHIC DISTRICT #15,Kings County,825 4TH AVENUE ,BROOKLYN,NY,11232,,(718)965-4200,11,City: Large,No,460.0,43.00000,10.7000000,359.00000,11.00000,–,Regular,Open
P.S. 173 FRESH MEADOWS,17410 67 AVENUE QUEENS,11365.0,40.73456417,-73.79548288,1,PS 173 FRESH MEADOWS,95,360009902610,NY-342600010000-342600010173,3600099,NY-342600010000,PK,05,PS 173 FRESH MEADOWS,NEW YORK CITY GEOGRAPHIC DISTRICT #26,Queens County,174-10 67TH AVENUE ,FLUSHING,NY,11365,2099.0,(718)358-2243,11,City: Large,No,929.0,61.00000,15.2300000,555.00000,76.00000,–,Regular,Open
P.S. 174 WILLIAM SIDNEY MOUNT,6510 DIETERLE CRESCENT QUEENS,11374.0,40.72091688,-73.86134923,0,PS 174 WILLIAM SIDNEY MOUNT,96,360010002612,NY-342800010000-342800010174,3600100,NY-342800010000,KG,05,PS 174 WILLIAM SIDNEY MOUNT,NEW YORK CITY GEOGRAPHIC DISTRICT #28,Queens County,65-10 DIETERLE CRESCENT,REGO PARK,NY,11374,,(718)897-7006,11,City: Large,No,538.0,39.00000,13.7900000,212.00000,9.00000,–,Regular,Open
P.S. 175 THE LYNN GROSS DISCOVERY SCHOOL,6435 102 STREET QUEENS,11374.0,40.73093334,-73.85316308,2,PS 175 LYNN GROSS DISCOVERY SCHOOL (THE),94,360010002614,NY-342800010000-342800010175,3600100,NY-342800010000,PK,05,PS 175 LYNN GROSS DISCOVERY SCHOOL (THE),NEW YORK CITY GEOGRAPHIC DISTRICT #28,Queens County,64-35 102ND STREET ,REGO PARK,NY,11374,3658.0,(718)897-8600,11,City: Large,No,660.0,40.89000,16.1400000,342.00000,16.00000,–,Regular,Open
P.S. 176 CAMBRIA HEIGHTS,12045 235 STREET QUEENS,11411.0,40.68548372,-73.7299817,0,PS 176 CAMBRIA HEIGHTS,96,360010102617,NY-342900010000-342900010176,3600101,NY-342900010000,PK,05,PS 176 CAMBRIA HEIGHTS,NEW YORK CITY GEOGRAPHIC DISTRICT #29,Queens County,120-45 235TH STREET ,CAMBRIA HEIGHTS,NY,11411,,(718)525-4057,11,City: Large,No,619.0,32.00000,19.3400000,310.00000,34.00000,–,Regular,Open
P.S. 176 OVINGTON,1225 69 STREET BROOKLYN,11219.0,40.62460402,-74.00537834,2,PS 176 OVINGTON,94,360015102618,NY-332000010000-332000010176,3600151,NY-332000010000,KG,05,PS 176 OVINGTON,NEW YORK CITY GEOGRAPHIC DISTRICT #20,Kings County,1225 69TH STREET ,BROOKLYN,NY,11219,4894.0,(718)236-7755,11,City: Large,No,1111.0,68.85000,16.1400000,905.00000,51.00000,–,Regular,Open
P.S. 177 THE MARLBORO,346 AVENUE P BROOKLYN,11204.0,40.60859654,-73.97484711,1,PS 177 MARLBORO (THE),92,360015202619,NY-332100010000-332100010177,3600152,NY-332100010000,PK,05,PS 177 MARLBORO (THE),NEW YORK CITY GEOGRAPHIC DISTRICT #21,Kings County,346 AVENUE NUE P,BROOKLYN,NY,11204,3518.0,(718)375-9506,11,City: Large,No,869.0,57.24000,15.1800000,692.00000,4.00000,–,Regular,Open
P.S. 179 KENSINGTON,202 AVENUE C BROOKLYN,11218.0,40.64045583,-73.97764197,2,PS 179 KENSINGTON,94,360015102625,NY-332000010000-332000010179,3600151,NY-332000010000,PK,05,PS 179 KENSINGTON,NEW YORK CITY GEOGRAPHIC DISTRICT #20,Kings County,202 AVENUE NUE C,BROOKLYN,NY,11218,4500.0,(718)438-4010,11,City: Large,No,668.0,50.19000,13.3100000,566.00000,3.00000,–,Regular,Open
"P.S. 179, P.S. 352X @ PS 179X, YOUNG LEADERS ELEMENTARY SCHOOL",468 E  140 STREET BRONX,10454.0,40.80952685,-73.91990187,0,YOUNG LEADERS ELEMENTARY SCHOOL,90,360008406041,NY-320700010000-320700010369,3600084,NY-320700010000,PK,05,YOUNG LEADERS ELEMENTARY SCHOOL,NEW YORK CITY GEOGRAPHIC DISTRICT # 7,Bronx County,468 E 140TH STREET ,BRONX,NY,10454,,(718)292-7391,11,City: Large,No,213.0,21.42000,9.9400000,205.00000,1.00000,–,Regular,Open
P.S. 180 HUGO NEWMAN,370 W  120 STREET MANHATTAN,10027.0,40.80783621,-73.95556841,1,PS 180 HUGO NEWMAN,95,360007805524,NY-310300010000-310300010180,3600078,NY-310300010000,PK,08,PS 180 HUGO NEWMAN,NEW YORK CITY GEOGRAPHIC DISTRICT # 3,New York County,370 W 120TH STREET ,NEW YORK,NY,10027,,(212)678-2849,11,City: Large,No,338.0,34.48000,9.8000000,256.00000,1.00000,–,Regular,Open
P.S. 181 BROOKFIELD,14815 230 STREET QUEENS,11413.0,40.65611744,-73.75320686,0,PS 181 BROOKFIELD,94,360010102630,NY-342900010000-342900010181,3600101,NY-342900010000,PK,05,PS 181 BROOKFIELD,NEW YORK CITY GEOGRAPHIC DISTRICT #29,Queens County,148-15 230TH STREET ,SPRINGFIELD GARDENS,NY,11413,4299.0,(718)528-5807,11,City: Large,No,301.0,32.17000,9.3600000,227.00000,1.00000,–,Regular,Open
P.S. 183 DR. RICHARD R. GREEN,245 BEACH   79 STREET QUEENS,11693.0,40.58950028,-73.80536212,4,PS 183 DR RICHARD R GREEN,93,360012302634,NY-342700010000-342700010183,3600123,NY-342700010000,PK,08,PS 183 DR RICHARD R GREEN,NEW YORK CITY GEOGRAPHIC DISTRICT #27,Queens County,2-45 BEACH 79TH STREET ,ROCKAWAY BEACH,NY,11693,,(718)634-9459,11,City: Large,No,448.0,43.78000,10.2300000,408.00000,6.00000,–,Regular,Open
P.S. 183 ROBERT L. STEVENSON,419 E   66 STREET MANHATTAN,10065.0,40.76372901,-73.95815016,1,PS 183 ROBERT L STEVENSON,94,360007702635,NY-310200010000-310200010183,3600077,NY-310200010000,PK,05,PS 183 ROBERT L STEVENSON,NEW YORK CITY GEOGRAPHIC DISTRICT # 2,New York County,419 E 66TH STREET ,NEW YORK,NY,10065,6397.0,(212)734-7719,11,City: Large,No,498.0,32.00000,15.5600000,38.00000,10.00000,–,Regular,Open
P.S. 184 FLUSHING MANOR,16315 21 ROAD QUEENS,11357.0,40.77808794,-73.80016177,2,PS 184 FLUSHING MANOR,95,360012202637,NY-342500010000-342500010184,3600122,NY-342500010000,PK,05,PS 184 FLUSHING MANOR,NEW YORK CITY GEOGRAPHIC DISTRICT #25,Queens County,163-15 21ST RD,WHITESTONE,NY,11357,,(718)352-7800,11,City: Large,No,479.0,33.07000,14.4800000,216.00000,33.00000,–,Regular,Open
P.S. 184M SHUANG WEN,327 CHERRY STREET MANHATTAN,10002.0,40.71154143,-73.98654196,2,PS 184 SHUANG WEN,92,360007603508,NY-310100010000-310100010184,3600076,NY-310100010000,PK,08,PS 184 SHUANG WEN,NEW YORK CITY GEOGRAPHIC DISTRICT # 1,New York County,327 CHERRY STREET -2ND FL,NEW YORK,NY,10002,,(212)602-9700,11,City: Large,No,736.0,48.00000,15.3300000,410.00000,34.00000,–,Regular,Open
P.S. 185 WALTER KASSENBROCK,8601 RIDGE BOULEVARD BROOKLYN,11209.0,40.62397884,-74.0337791,2,PS 185 WALTER KASSENBROCK,96,360015102638,NY-332000010000-332000010185,3600151,NY-332000010000,KG,05,PS 185 WALTER KASSENBROCK,NEW YORK CITY GEOGRAPHIC DISTRICT #20,Kings County,8601 RIDGE BLVD,BROOKLYN,NY,11209,2197.0,(718)745-6610,11,City: Large,No,576.0,36.58000,15.7500000,245.00000,20.00000,–,Regular,Open
"P.S. 185, M226 @ P208M, HARLEM LINK CHARTER SCHOOL",20 W  112 STREET MANHATTAN,10026.0,40.79850419,-73.94925037,2,HARLEM LINK CHARTER SCHOOL,90,360013805775,NY-310300860875-310300860875,3600138,NY-310300860875,PK,06,HARLEM LINK CHARTER SCHOOL,HARLEM LINK CHARTER SCHOOL,New York County,21 W 111TH STREET -RM 357,NEW YORK,NY,10026,3902.0,(212)289-3249,11,City: Large,Yes,364.0,19.00000,19.1600000,326.00000,8.00000,–,Regular,Open
"P.S. 186 CASTLEWOOD, PS 224",25212 72 AVENUE QUEENS,11426.0,40.749999,-73.72160572,0,PS 224,90,360013502858,NY-307500010000-307500014224,3600135,NY-307500010000,PK,08,PS 224,NYC SPECIAL SCHOOLS - DISTRICT 75,Queens County,252-12 72ND AVENUE ,BELLEROSE,NY,11426,,(718)831-4024,11,City: Large,No,450.0,69.00000,6.5200000,334.00000,4.00000,–,Special Education,Open
P.S. 186 DR. IRVING A GLADSTONE,7601 19 AVENUE BROOKLYN,11214.0,40.61147572,-73.99467675,1,PS 186 DR IRVING A GLADSTONE,95,360015102641,NY-332000010000-332000010186,3600151,NY-332000010000,KG,05,PS 186 DR IRVING A GLADSTONE,NEW YORK CITY GEOGRAPHIC DISTRICT #20,Kings County,7601 19TH AVENUE ,BROOKLYN,NY,11214,3699.0,(718)236-7071,11,City: Large,No,999.0,75.83000,13.1700000,749.00000,8.00000,–,Regular,Open
P.S. 188 KINGSBURY,21812 HARTLAND AVENUE QUEENS,11364.0,40.73616894,-73.7531582,1,PS 188 KINGSBURY,94,360009902646,NY-342600010000-342600010188,3600099,NY-342600010000,PK,05,PS 188 KINGSBURY,NEW YORK CITY GEOGRAPHIC DISTRICT #26,Queens County,218-12 HARTLAND AVENUE ,FLUSHING,NY,11364,3532.0,(929)600-5683,11,City: Large,No,676.0,37.65000,17.9500000,192.00000,36.00000,–,Regular,Open
"P.S. 191 MAYFLOWER, PS 993",8515 258 STREET QUEENS,11001.0,40.73430911,-73.70913615,2,PS 9,90,360013502070,NY-307500010000-307500014009,3600135,NY-307500010000,KG,10,PS 9,NYC SPECIAL SCHOOLS - DISTRICT 75,Queens County,58-74 57TH STREET ,MASPETH,NY,11378,,(718)456-7105,11,City: Large,No,664.0,120.00000,5.5300000,550.00000,4.00000,–,Special Education,Open
"P.S. 192 JACOB H. SCHIFF, HAMILTON GRANGE MIDDLE SCHOOL",500 W  138 STREET MANHATTAN,10031.0,40.82094606,-73.95114449,1,HAMILTON GRANGE MIDDLE SCHOOL,90,360008306530,NY-310600010000-310600010209,3600083,NY-310600010000,06,08,HAMILTON GRANGE MIDDLE SCHOOL,NEW YORK CITY GEOGRAPHIC DISTRICT # 6,New York County,500 W 138TH STREET ,NEW YORK,NY,10031,,(212)281-6184,11,City: Large,No,311.0,36.91000,8.4300000,240.00000,13.00000,–,Regular,Open
P.S. 193 ALFRED J. KENNEDY,15220 11 AVENUE QUEENS,11357.0,40.79247577,-73.80973945,1,PS 193 ALFRED J KENNEDY,94,360012202661,NY-342500010000-342500010193,3600122,NY-342500010000,PK,05,PS 193 ALFRED J KENNEDY,NEW YORK CITY GEOGRAPHIC DISTRICT #25,Queens County,152-20 11TH AVENUE ,WHITESTONE,NY,11357,,(718)767-8810,11,City: Large,No,550.0,42.68000,12.8900000,184.00000,26.00000,–,Regular,Open
P.S. 193 GIL HODGES,2515 AVENUE L BROOKLYN,11210.0,40.62150007,-73.95047333,0,PS 193 GIL HODGES,94,360015302660,NY-332200010000-332200010193,3600153,NY-332200010000,PK,05,PS 193 GIL HODGES,NEW YORK CITY GEOGRAPHIC DISTRICT #22,Kings County,2515 AVENUE NUE L,BROOKLYN,NY,11210,4598.0,(718)338-9011,11,City: Large,No,480.0,33.54000,14.3100000,351.00000,17.00000,–,Regular,Open
"P.S. 194 COUNTEE CULLEN, HARLEM VILLAGE ACADEMY CHARTER SCHOOL",244 W  144 STREET MANHATTAN,10030.0,40.82141871,-73.94067347,1,VILLAGE ACADEMY,90,360012306104,NY-342700010000-342700010319,3600123,NY-342700010000,06,08,VILLAGE ACADEMY,NEW YORK CITY GEOGRAPHIC DISTRICT #27,Queens County,10-45 NAMEOKE STREET ,FAR ROCKAWAY,NY,11691,,(718)471-6042,11,City: Large,No,302.0,32.03000,9.4300000,260.00000,1.00000,–,Regular,Open
P.S. 194 RAOUL WALLENBERG,3117 AVENUE W BROOKLYN,11229.0,40.59674996,-73.9334993,0,PS 194 RAOUL WALLENBERG,96,360015302662,NY-332200010000-332200010194,3600153,NY-332200010000,PK,05,PS 194 RAOUL WALLENBERG,NEW YORK CITY GEOGRAPHIC DISTRICT #22,Kings County,3117 AVENUE NUE W,BROOKLYN,NY,11229,5918.0,(718)648-8804,11,City: Large,No,509.0,38.38000,13.2600000,444.00000,3.00000,–,Regular,Open
P.S. 195 WILLIAM HABERLE,25350 149 AVENUE QUEENS,11422.0,40.6529976,-73.73639533,2,PS 195 WILLIAM HABERLE,96,360010102666,NY-342900010000-342900010195,3600101,NY-342900010000,PK,05,PS 195 WILLIAM HABERLE,NEW YORK CITY GEOGRAPHIC DISTRICT #29,Queens County,253-50 149TH AVENUE ,ROSEDALE,NY,11422,2897.0,(718)723-0313,11,City: Large,No,344.0,20.00000,17.2000000,250.00000,16.00000,–,Regular,Open
P.S. 196 GRAND CENTRAL PARKWAY,7125 113 STREET QUEENS,11375.0,40.7227746,-73.8379458,0,PS 196 GRAND CENTRAL PARKWAY,97,360010002667,NY-342800010000-342800010196,3600100,NY-342800010000,PK,05,PS 196 GRAND CENTRAL PARKWAY,NEW YORK CITY GEOGRAPHIC DISTRICT #28,Queens County,71-25 113TH STREET ,FOREST HILLS,NY,11375,4653.0,(718)263-9770,11,City: Large,No,787.0,49.67000,15.8400000,153.00000,5.00000,–,Regular,Open
P.S. 197 - THE KINGS HIGHWAY ACADEMY,1599 E   22 STREET BROOKLYN,11210.0,40.61261581,-73.95190623,0,PS 197 KINGS HIGHWAY ACADEMY (THE),93,360015302669,NY-332200010000-332200010197,3600153,NY-332200010000,PK,05,PS 197 KINGS HIGHWAY ACADEMY (THE),NEW YORK CITY GEOGRAPHIC DISTRICT #22,Kings County,1599 E 22ND STREET ,BROOKLYN,NY,11210,5109.0,(718)377-7890,11,City: Large,No,963.0,64.89000,14.8400000,698.00000,5.00000,–,Regular,Open
"P.S. 197 JOHN B. RUSSWURM, DEMOCRACY PREPARATORY CHARTER SCHOOL",2230 5 AVENUE MANHATTAN,10037.0,40.81317721,-73.93732111,3,DEMOCRACY PREPARATORY CHARTER SCHOOL,90,360015805847,NY-310500860894-310500860894,3600158,NY-310500860894,06,12,DEMOCRACY PREPARATORY CHARTER SCHOOL,DEMOCRACY PREPARATORY CHARTER SCHOOL,New York County,2230 5TH AVENUE ,NEW YORK,NY,10037,,(212)281-3061,11,City: Large,Yes,603.0,59.06000,10.2100000,484.00000,14.00000,–,Regular,Open
P.S. 197 THE OCEAN SCHOOL,825 HICKSVILLE ROAD QUEENS,11691.0,40.60019119,-73.74396879,2,PS 197 OCEAN SCHOOL (THE),93,360012302671,NY-342700010000-342700010197,3600123,NY-342700010000,PK,05,PS 197 OCEAN SCHOOL (THE),NEW YORK CITY GEOGRAPHIC DISTRICT #27,Queens County,825 HICKSVILLE RD,FAR ROCKAWAY,NY,11691,,(718)327-1083,11,City: Large,No,407.0,30.36000,13.4100000,362.00000,11.00000,–,Regular,Open
P.S. 199 JESSIE ISADOR STRAUS,270 W   70 STREET MANHATTAN,10023.0,40.77805223,-73.9844487,1,PS 199 JESSIE ISADOR STRAUS,96,360007802677,NY-310300010000-310300010199,3600078,NY-310300010000,KG,05,PS 199 JESSIE ISADOR STRAUS,NEW YORK CITY GEOGRAPHIC DISTRICT # 3,New York County,270 W 70TH STREET ,NEW YORK,NY,10023,4302.0,(212)799-1033,11,City: Large,No,538.0,39.82000,13.5100000,81.00000,3.00000,–,Regular,Open
P.S. 199 MAURICE A. FITZGERALD,3920 48 AVENUE QUEENS,11104.0,40.74008053,-73.92621419,2,PS 199 MAURICE A FITZGERALD,95,360009802678,NY-342400010000-342400010199,3600098,NY-342400010000,PK,05,PS 199 MAURICE A FITZGERALD,NEW YORK CITY GEOGRAPHIC DISTRICT #24,Queens County,39-20 48TH AVENUE ,LONG ISLAND CITY,NY,11104,,(718)784-3431,11,City: Large,No,531.0,41.00000,12.9500000,395.00000,4.00000,–,Regular,Open
P.S. 201 THE DISCOVERY SCHOOL FOR INQUIRY AND RESEARCH,6511 155 STREET QUEENS,11367.0,40.73664497,-73.81334556,1,PS 201 DISCOVERY SCHOOL FOR INQUIRY AND RESEARCH (THE),94,360012202683,NY-342500010000-342500010201,3600122,NY-342500010000,PK,05,PS 201 DISCOVERY SCHOOL FOR INQUIRY AND RESEARCH (THE),NEW YORK CITY GEOGRAPHIC DISTRICT #25,Queens County,65-11 155TH STREET ,FLUSHING,NY,11367,,(718)359-0620,11,City: Large,No,395.0,29.79000,13.2600000,321.00000,1.00000,–,Regular,Open
P.S. 203 OAKLAND GARDENS,5311 SPRINGFIELD BOULEVARD QUEENS,11364.0,40.75419323,-73.76063483,0,PS 203 OAKLAND GARDENS,96,360009902687,NY-342600010000-342600010203,3600099,NY-342600010000,PK,05,PS 203 OAKLAND GARDENS,NEW YORK CITY GEOGRAPHIC DISTRICT #26,Queens County,53-11 SPRNGFLD BLVD,BAYSIDE,NY,11364,,(718)423-8652,11,City: Large,No,774.0,49.66000,15.5900000,285.00000,35.00000,–,Regular,Open
P.S. 204 VINCE LOMBARDI,8101 15 AVENUE BROOKLYN,11228.0,40.61415182,-74.00663812,0,PS 204 VINCE LOMBARDI,95,360015102689,NY-332000010000-332000010204,3600151,NY-332000010000,PK,05,PS 204 VINCE LOMBARDI,NEW YORK CITY GEOGRAPHIC DISTRICT #20,Kings County,8101 15TH AVENUE ,BROOKLYN,NY,11228,2699.0,(718)236-2906,11,City: Large,No,1005.0,60.76000,16.5400000,701.00000,54.00000,–,Regular,Open
P.S. 205 CLARION,6701 20 AVENUE BROOKLYN,11204.0,40.61526292,-73.98714855,0,PS 205 CLARION,93,360015102692,NY-332000010000-332000010205,3600151,NY-332000010000,PK,05,PS 205 CLARION,NEW YORK CITY GEOGRAPHIC DISTRICT #20,Kings County,6701 20TH AVENUE ,BROOKLYN,NY,11204,2292.0,(718)236-2380,11,City: Large,No,1156.0,84.88000,13.6200000,811.00000,15.00000,–,Regular,Open
P.S. 205 FIORELLO LAGUARDIA,2375 SOUTHERN BOULEVARD BRONX,10460.0,40.85279503,-73.88183295,0,PS 205 FIORELLO LAGUARDIA,96,360008702691,NY-321000010000-321000010205,3600087,NY-321000010000,KG,05,PS 205 FIORELLO LAGUARDIA,NEW YORK CITY GEOGRAPHIC DISTRICT #10,Bronx County,2475 SOUTHERN BLVD,BRONX,NY,10458,6598.0,(718)584-6390,11,City: Large,No,596.0,55.08000,10.8200000,551.00000,1.00000,–,Regular,Open
P.S. 205 FIORELLO LAGUARDIA,2475 SOUTHERN BOULEVARD BRONX,10458.0,40.85525634,-73.88113811,0,PS 205 FIORELLO LAGUARDIA,96,360008702691,NY-321000010000-321000010205,3600087,NY-321000010000,KG,05,PS 205 FIORELLO LAGUARDIA,NEW YORK CITY GEOGRAPHIC DISTRICT #10,Bronx County,2475 SOUTHERN BLVD,BRONX,NY,10458,6598.0,(718)584-6390,11,City: Large,No,596.0,55.08000,10.8200000,551.00000,1.00000,–,Regular,Open
P.S. 206 JOSEPH F LAMB,2203 E   22 STREET BROOKLYN,11229.0,40.59697198,-73.94893962,4,PS 206 JOSEPH F LAMB,95,360015302695,NY-332200010000-332200010206,3600153,NY-332200010000,KG,08,PS 206 JOSEPH F LAMB,NEW YORK CITY GEOGRAPHIC DISTRICT #22,Kings County,2200 GRAVESEND NECK RD,BROOKLYN,NY,11229,4899.0,(718)743-5598,11,City: Large,No,1512.0,120.33000,12.5700000,1001.00000,65.00000,–,Regular,Open
